Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.11.11052,MapRelationship,MapRelationship,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"The closeness or quality of the mapping between the HL7 concept (as represented by the HL7 concept identifier) and the source coding system. The values are patterned after the similar relationships used in the UMLS Metathesaurus. Because the HL7 coding sy, Based on MapRelationship", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.16866,ActPriority,ActPriority,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p>A code or set of codes (e.g. for routine, emergency,) specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen. </p><p><i>Discussion:</i> This attribute is used in orders to indicate the ordered priority, and in event documentation it indicates the actual priority used to perform the act. In definition mood it indicates the available priorities.</p>, Based on ActPriority", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.16871,ActPriorityCallback,ActPriorityCallback,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Filler should contact the placer (or target) to schedule the service.  (Was ?C? in HL7 version 2.3?s TQ-priority component.), Based on ActPriority", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19457,x_EncounterAdmissionUrgency,x_EncounterAdmissionUrgency,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p>The urgency for starting a patient encounter.</p><p><i>Example:</i>Routine, urgent, emergency, and elective.</p>, Based on ActPriority", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.10444,MaterialType,MaterialType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"No description, Based on MaterialType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.10045,MDFAttributeType,MDFAttributeType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"No description, Based on MDFAttributeType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.10076,MdfHmdMetSourceType,MdfHmdMetSourceType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Code to identify the source of a Message Element Type represented in the 'of MET' column of an HMD., Based on MdfHmdMetSourceType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.10069,MdfHmdRowType,MdfHmdRowType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"The row type codes for the tabular representation of a Hierarchical Message Description., Based on MdfHmdRowType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.10063,MdfRmimRowType,MdfRmimRowType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"The row types for the tabular representation of an R-MIM., Based on MdfRmimRowType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.10029,MDFSubjectAreaPrefix,MDFSubjectAreaPrefix,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"The standard prefixes used in Rose for RIM subject areas that determine the role or function of each subject area., Based on MDFSubjectAreaPrefix", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.14824,MediaType,MediaType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Internet Assigned Numbers Authority (IANA) Mime Media Types, Based on MediaType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.14825,TextMediaType,TextMediaType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"For any text, Based on MediaType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.14832,ApplicationMediaType,ApplicationMediaType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Application specific media type., Based on MediaType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.14835,AudioMediaType,AudioMediaType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Audio media type., Based on MediaType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.14839,ImageMediaType,ImageMediaType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Image media type., Based on MediaType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.14845,VideoMediaType,VideoMediaType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Video media type., Based on MediaType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.14848,ModelMediaType,ModelMediaType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Model media type., Based on MediaType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.14850,MultipartMediaType,MultipartMediaType,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Multipart Media Type, Based on MediaType", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19725,ActNoImmunizationReason,ActNoImmunizationReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p> A coded description of the reason for why a patient did not receive a scheduled immunization.</p>(important for public health strategy, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19726,ActSupplyFulfillmentRefusalReason,ActSupplyFulfillmentRefusalReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p> Indicates why a fulfiller refused to fulfill a supply order, and considered it important to notify other providers of their decision; e.g. ""Suspect fraud"", ""Possible abuse"", ""Contraindicated"".</p>(used when capturing 'refusal to fill' annotations), Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19727,SubstanceAdminSubstitutionNotAllowedReason,SubstanceAdminSubstitutionNotAllowedReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p> Reasons why substitution of a substance administration request is not permitted.</p>, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.14878,ActReason,ActReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p>A code specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably representable as an ActRelationship of type ""has reason"" linking to another Act.</p><p><i>Examples:</i> Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".</p><p>Discussion </p><p>Most reasons for acts can be clearly expressed by linking the new Act to another prior Act using an ActRelationship of type ""has reason"". This simply states that the prior Act is a reason for the new Act (see ActRelationship.) The prior act can then be a specific existing act or a textual explanation. This works for most cases, and the more specific the reason data is, the more should this reason ActRelationship be used instead of the reasonCode. </p><p>The reasonCode remains as a place for common reasons that are not related to a prior Act or any other condition expressed in Acts. Indicators that something was required by law or was on the request of a patient etc. may qualify. However, if that piece of legislation, regulation, or the contract or the patient request can be represented as an Act (and they usually can), the reasonCode should not be used.</p>, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.14879,SchedulingActReason,SchedulingActReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Reasons for cancelling or rescheduling an Appointment, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.15983,TransferActReason,TransferActReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"The explanation for why a patient is moved from one location to another within the organization, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.17425,ActAccommodationReason,ActAccommodationReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Identifies the reason the patient is assigned to this accommodation type, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19355,ActIneligibilityReason,ActIneligibilityReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"Identifies the reason or rational for why a person is not eligibile for benefits under an insurance policy.Examples are client deceased & adopted client has been given a new policy identifier., Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19377,SubstanceAdminSubstitutionReason,SubstanceAdminSubstitutionReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"No description, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19385,ActAdjudicationReason,ActAdjudicationReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p>Explanatory codes that describe reasons why an Adjudicator has financially adjusted an invoice (claim).</p><p>A companion domain (ActAdjudicationInformationCode) includes information reasons which do not have a financial impact on an invoice (claim).</p><p>Example adjudication reason code is  AA-CLAIM-0011 - Only Basic Procedure/Test Eligible.</p><p>Codes from this domain further rationalizes ActAdjudicationCodes (e.g. AA - Adjudicated with Adjustment), which are used to describe the process of adjudicating an invoice.  For AS - Adjudicated as Submitted, there should be no specification of ActAdjudicationReason codes, as there are no financial adjustments against the invoice.</p>, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19388,ActBillableClinicalServiceReason,ActBillableClinicalServiceReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p>Reason for Clinical Service being performed.</p><p>This domain excludes reasons specified by diagnosed conditions.</p><p>Examples of values from this domain include duplicate therapy and fraudulent prescription.</p>, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19456,x_ActEncounterReason,x_ActEncounterReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p>Administrative reasons for patient encounters.</p><p><i>Example:</i>Medical necessity, patient request and dependency.</p>, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19636,ReasonForNotEvaluatingDevice,ReasonForNotEvaluatingDevice,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p>Code assigned to indicate the rationale for not performing an evaluation investigation on a device for which a defect has been reported.</p><p>Examples include: device received in a condition that made analysis impossible, device evaluation anticipated but not yet begun, device not made by company.</p>, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19695,ControlActReason,ControlActReason,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p>Identifies why a specific query, request, or other trigger event occurred.</p>, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
2.16.840.1.113883.11.19696,ControlActReasonConditionNullify,ControlActReasonConditionNullify,,,masked,,,,,masked,,HL7,,,,http://www.hl7.org,SDO,2.16.840.1.113883,INT,,,11,Complete,2.16.840.1.113883,,"<p>Indicates why the Conditionâ??s status was changed to Nullified.  <i>Examples</i>  administrative error, diagnostic error.</p>, Based on ActReason", ,12/10/2005 12:00,12/10/2005 12:00,,UV
